Title,Author,Date,Subjects,Description,OstiID,DOI,Report Number,DOE Number,URL,
Evaluation of Reaction Rate Theory and Monte Carlo Methods for Application to Radiation-Induced Microstructural Characterization,"Stoller, Roger E [ORNL]; Golubov, Stanislav I [ORNL]; Becquart, C. S. [Universite de Lille]; Domain, C. [EDF R&D, Clamart, France]",2007-08-01,"99 GENERAL AND MISCELLANEOUS//MATHEMATICS, COMPUTING, AND INFORMATION SCIENCE; APPROXIMATIONS; COMPUTERS; CREEP; DEFECTS; DIFFUSION; DISLOCATIONS; EVALUATION; IRRADIATION; KINETICS; MICROSTRUCTURE; MONTE CARLO METHOD; NUCLEATION; POINT DEFECTS; RADIATIONS; REACTION KINETICS; SIMULATION; SOURCE TERMS; SWELLING","The multiscale modeling scheme encompasses models from the atomistic to the continuum scale. Phenomena at the mesoscale are typically simulated using reaction rate theory, Monte Carlo, or phase field models. These mesoscale models are appropriate for application to problems that involve intermediate length scales, and timescales from those characteristic of diffusion to long-term microstructural evolution (~&#61549;s to years). Although the rate theory and Monte Carlo models can be used simulate the same phenomena, some of the details are handled quite differently in the two approaches. Models employing the rate theory have been extensively used to describe radiation-induced phenomena such as void swelling and irradiation creep. The primary approximations in such models are time- and spatial averaging of the radiation damage source term, and spatial averaging of the microstructure into an effective medium. Kinetic Monte Carlo models can account for these spatial and temporal correlations; their primary limitation is the computational burden which is related to the size of the simulation cell. A direct comparison of RT and object kinetic MC simulations has been made in the domain of point defect cluster dynamics modeling, which is relevant to the evolution (both nucleation and growth) of radiation-induced defect structures. The primary limitations of the OKMC model are related to computational issues. Even with modern computers, the maximum simulation cell size and the maximum dose (typically much less than 1 dpa) that can be simulated are limited. In contrast, even very detailed RT models can simulate microstructural evolution for doses up 100 dpa or greater in clock times that are relatively short. Within the context of the effective medium, essentially any defect density can be simulated. Overall, the agreement between the two methods is best for irradiation conditions which produce a high density of defects (lower temperature and higher displacement rate), and for materials that have a relatively high density of fixed sinks such as dislocations.",969944,10.2172/969944,ORNL/TM-2007/137,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/969944
Emissions Benefits of Distributed Generation in the Texas Market,"Hadley, SW",2005-06-16,"03 NATURAL GAS; 32 ENERGY CONSERVATION, CONSUMPTION, AND UTILIZATION; BOILERS; CAPACITY; CARBON DIOXIDE; COMBINED CYCLES; COMBUSTION; CONSTRUCTION; ELECTRICITY; GAS TURBINES; MARKET; NATURAL GAS; NITROGEN OXIDES; POWER GENERATION; PRICES; STEAM","One potential benefit of distributed generation (DG) is a net reduction in air emissions. While DG will produce emissions, most notably carbon dioxide and nitrogen oxides, the power it displaces might have produced more. This study used a system dispatch model developed at Oak Ridge National Laboratory to simulate the 2012 Texas power market with and without DG. This study compares the reduction in system emissions to the emissions from the DG to determine the net savings. Some of the major findings are that 85% of the electricity displaced by DG during peak hours will be simple cycle natural gas, either steam or combustion turbine. Even with DG running as baseload, 57% of electricity displaced will be simple cycle natural gas. Despite the retirement of some gas-fired steam units and the construction of many new gas turbine and combined cycle units, the marginal emissions from the system remain quite high (1.4 lb NO{sub x}/MWh on peak and 1.1 lb NO{sub x}/MWh baseload) compared to projected DG emissions. Consequently, additions of DG capacity will reduce emissions in Texas from power generation in 2012. Using the DG exhaust heat for combined heat and power provides an even greater benefit, since it eliminates further boiler emissions while adding none over what would be produced while generating electricity. Further studies are warranted concerning the robustness of the result with changes in fuel prices, demands, and mixes of power generating technology.",885960,10.2172/885960,ORNL/TM-2003/100,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885960
"CRADA Final Report for CRADA No. ORNL99-0544, Interfacial Properties of Electron Beam Cured Composites","Janke, C.J.",2005-10-17,"36 MATERIALS SCIENCE; 45 MILITARY TECHNOLOGY, WEAPONRY, AND NATIONAL DEFENSE; CARBON FIBERS; COATINGS; CURING; ELECTRON BEAMS; IRRADIATION PROCEDURES; KINETICS; MECHANICAL PROPERTIES; NATIONAL SECURITY; ORNL; POLYMERS; SHEAR PROPERTIES; TENSILE PROPERTIES; US DOD; VOID FRACTION","Electron beam (EB) curing is a technology that promises, in certain applications, to deliver lower cost and higher performance polymer matrix composite (PMC) structures compared to conventional thermal curing processes. PMCs enhance performance by making products lighter, stronger, more durable, and less energy demanding. They are essential in weight- and performance-dominated applications. Affordable PMCs can enhance US economic prosperity and national security. US industry expects rapid implementation of electron beam cured composites in aircraft and aerospace applications as satisfactory properties are demonstrated, and implementation in lower performance applications will likely follow thereafter. In fact, at this time and partly because of discoveries made in this project, field demonstrations are underway that may result in the first fielded applications of electron beam cured composites. Serious obstacles preventing the widespread use of electron beam cured PMCs in many applications are their relatively poor interfacial properties and resin toughness. The composite shear strength and resin toughness of electron beam cured carbon fiber reinforced epoxy composites were about 25% and 50% lower, respectively, than those of thermally cured composites of similar formulations. The essential purpose of this project was to improve the mechanical properties of electron beam cured, carbon fiber reinforced epoxy composites, with a specific focus on composite shear properties for high performance aerospace applications. Many partners, sponsors, and subcontractors participated in this project. There were four government sponsors from three federal agencies, with the US Department of Energy (DOE) being the principal sponsor. The project was executed by Oak Ridge National Laboratory (ORNL), NASA and Department of Defense (DOD) participants, eleven private CRADA partners, and two subcontractors. A list of key project contacts is provided in Appendix A. In order to properly manage the large project team and properly address the various technical tasks, the CRADA team was organized into integrated project teams (IPT's) with each team focused on specific research areas. Early in the project, the end user partners developed ''exit criteria'', recorded in Appendix B, against which the project's success was to be judged. The project team made several important discoveries. A number of fiber coatings or treatments were developed that improved fiber-matrix adhesion by 40% or more, according to microdebond testing. The effects of dose-time and temperature-time profiles during the cure were investigated, and it was determined that fiber-matrix adhesion is relatively insensitive to the irradiation procedure, but can be elevated appreciably by thermal postcuring. Electron beam curable resin properties were improved substantially, with 80% increase in electron beam 798 resin toughness, and {approx}25% and 50% improvement, respectively, in ultimate tensile strength and ultimate tensile strain vs. earlier generation electron beam curable resins. Additionally, a new resin electron beam 800E was developed with generally good properties, and a very notable 120% improvement in transverse composite tensile strength vs. earlier generation electron beam cured carbon fiber reinforced epoxies. Chemical kinetics studies showed that reaction pathways can be affected by the irradiation parameters, although no consequential effects on material properties have been noted to date. Preliminary thermal kinetics models were developed to predict degree of cure vs. irradiation and thermal parameters. These models are continually being refined and validated. Despite the aforementioned impressive accomplishments, the project team did not fully realize the project objectives. The best methods for improving adhesion were combined with the improved electron beam 3K resin to make prepreg and uni-directional test laminates from which composite properties could be determined. Nevertheless, only minor improvements in the composite shear strength, and moderate improvements in the transverse tensile strength, were achieved. The project team was not satisfied with the laminate quality achieved, and low quality (specifically, high void fraction) laminates will compromise the composite properties. There were several problems with the prepregging and fabrication, many of them related to the use of new fiber treatments.",885946,10.2172/885946,ORNL/TM-2003/130,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885946
Reduction in Defect Content of ODS Alloys,"Ritherdon, J",2003-11-17,36 MATERIALS SCIENCE; ALLOYS; CREEP; DEFECTS; DEFORMATION; PERFORMANCE; PROCESSING,"The work detailed within this report is a continuation of earlier work carried out under contract number 1DX-SY382V. The earlier work comprises a literature review of the sources and types of defects found principally in Fe-based ODS alloys as well as experimental work designed to identify defects in the prototype ODS-Fe{sub 3}Al alloy, deduce their origins and to recommend methods of defect reduction. The present work is an extension of the experimental work already reported and concentrates on means of reduction of defects already identified rather than the search for new defect types. This report also includes work regarding the manipulation of grain structures via deformation processing and further results gathered during powder separation trials involving the separation of different metallic powders in terms of their differing densities. The scope and objectives of the present work were laid out in the technical proposal ''Reduction in Defect Content in ODS Alloys-IV''. All the work proposed in the ''Statement of Work'' section of the technical proposal has been carried out except for some of that dependent on the acquisition of materials from other sources. However, wherever omissions from the ''Plan of Action'' detailed in the ''Statement of Work'' have occurred due to lack of suitable materials, other related experimental work has been devised to fill the gaps where possible. All work extra to the ''Statement of Work'' falls within the context of an ODS-Fe{sub 3}Al alloy of improved overall quality and potential creep performance in the consolidated form. The outturn of the experimental work performed is reported in the following sections.",885607,10.2172/885607,ORNL/SUB/98-XS382-04,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885607
ADVANCED ABRASION RESISTANT MATERIALS FOR MINING,"Ludtka, G.M.",2004-04-08,36 MATERIALS SCIENCE; ABRASION; COATINGS; MATING; MINING; PERFORMANCE; STEELS; TESTING,"The high-density infrared (HDI) transient-liquid coating (TLC) process was successfully developed and demonstrated excellent, enhanced (5 times higher than the current material and process) wear performance for the selected functionally graded material (FGM) coatings under laboratory simulated, in-service conditions. The mating steel component exhibited a wear rate improvement of approximately one and a half (1.5) times. After 8000 cycles of wear testing, the full-scale component testing demonstrated that the coating integrity was still excellent. Little or no spalling was observed to occur.",885603,10.2172/885603,C/ORNL02-0634,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885603
Slurry Molding Technologies for Novel Carbon and Graphite Materials,"Burchell, T.D.",2004-06-30,36 MATERIALS SCIENCE; ACTIVATED CARBON; ADSORBENTS; CARBON; CARBON FIBERS; DESORPTION; ELECTRIC CONDUCTIVITY; FIBERS; GASES; GRAPHITE; HOT PRESSING; MOLDING; MOLECULAR SIEVES; PHYSICAL PROPERTIES; PRESSURE DROP; STIMULATION; SURFACE AREA,"The Oak Ridge National Laboratory (ORNL) has developed a slurry molding technology for the manufacture of porous, high surface area, carbon fiber composites molecular sieves, and carbon-carbon composite preforms. Potentially, this technology could be applied to the manufacture of a host of novel carbon materials including porous adsorbent carbons, low-pressure drop adsorbent carbon composites, ultra-fine-grained graphite, and carbon fiber reinforced graphite. New opportunities for high surface carbon fiber composite molecular sieve (CFCMS) materials are now emerging. Many of these opportunities are driven by increasingly harsh environmental pressures. Traditional granular activated carbon (GAC) is not suitable for many of these applications because of the difficulties encountered with attrition and in forming ''structures'' which have the necessary mechanical and physical properties. In addition, the electrical desorption of adsorbed species is not possible with GAC due to its low bulk electrical conductivity. Activated carbon fibers have been found to be useful in some applications. Work by ORNL has shown, for example, that CFCMS materials are capable of adsorbing various gases and desorbing them under electrical stimulation. For some applications these fibers have to be formed into a structure that can offer the desired mechanical integrity and pressure drop characteristics. To date, the work by ORNL has focused on the use of a single manufacturer's isotropic pitch fibers which, when activated, may be cost prohibitive for many applications. Fine-grained graphite is attractive for many applications including the chemical processing industry where their unique combination of properties--including high strength and chemical inertness, are particularly attractive. However, a lack of toughness can limit their utility in certain applications. The use of ultra-fine powders in conjunction with slurry molding and hot pressing offers the possibility of higher strength graphite. Moreover, the inclusion of carbon fibers may provide a toughening mechanism, resulting in tougher, stronger graphite at an attractive cost. The objective of this work was to further develop the ORNL slurry molding technology and apply it to the following tasks: (1) the development of low cost, high surface area CFCMS materials and structures; (2) the development of ultra-fine-grained graphite; and (3) to identify suitable applications for the materials developed in (1) and (2). The work was conducted jointly by SGL and ORNL.",885612,10.2172/885612,C/ORNL02-0643,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885612
Orchestrating Bulk Data Movement in Grid Environments,"Vazhkudai, SS",2005-01-25,"99 GENERAL AND MISCELLANEOUS//MATHEMATICS, COMPUTING, AND INFORMATION SCIENCE; ARCHITECTURE; AVAILABILITY; FORECASTING","Data Grids provide a convenient environment for researchers to manage and access massively distributed bulk data by addressing several system and transfer challenges inherent to these environments. This work addresses issues involved in the efficient selection and access of replicated data in Grid environments in the context of the Globus Toolkit{trademark}, building middleware that (1) selects datasets in highly replicated environments, enabling efficient scheduling of data transfer requests; (2) predicts transfer times of bulk wide-area data transfers using extensive statistical analysis; and (3) co-allocates bulk data transfer requests, enabling parallel downloads from mirrored sites. These efforts have demonstrated a decentralized data scheduling architecture, a set of forecasting tools that predict bandwidth availability within 15% error and co-allocation architecture, and heuristics that expedites data downloads by up to 2 times.",885937,10.2172/885937,ORNL/TM-2004/121,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885937
Desiccant-Based Combined Systems: Integrated Active Desiccant Rooftop Hybrid System Development and Testing Final Report- Phase 4,"Fischer, J",2005-05-06,"32 ENERGY CONSERVATION, CONSUMPTION, AND UTILIZATION; AIR CONDITIONING; AIR QUALITY; CONTROL SYSTEMS; DESICCANTS; ENERGY EFFICIENCY; HUMIDITY CONTROL; HYBRID SYSTEMS; OFFICE BUILDINGS; OPERATING COST; TESTING","This report summarizes the results of a research and development (R&amp;D) program to design and optimize an active desiccant-vapor compression hybrid rooftop system. The primary objective was to combine the strengths of both technologies to produce a compact, high-performing, energy-efficient system that could accommodate any percentage of outdoor air and deliver essentially any required combination of temperature and humidity, or sensible heat ratio (SHR). In doing so, such a product would address the significant challenges imposed on the performance capabilities of conventional packaged rooftop equipment by standards 62 and 90.1 of the American Society of Heating, Refrigerating and Air-Conditioning Engineers. The body of work completed as part of this program built upon previous R&amp;D efforts supported by the U.S. Department of Energy and summarized by the Phase 3b report ''Active Desiccant Dehumidification Module Integration with Rooftop Packaged HVAC Units'' (Fischer and Sand 2002), in addition to Fischer, Hallstrom, and Sand 2000; Fischer 2000; and Fischer and Sand 2004. All initial design objectives established for this development program were successfully achieved. The performance flexibility desired was accomplished by a down-sized active desiccant wheel that processes only a portion of the supply airflow, which is pre-conditioned by a novel vapor compression cycle. Variable-speed compressors are used to deliver the capacity control required by a system handling a high percentage of outdoor air. An integrated direct digital control system allows for control capabilities not generally offered by conventional packaged rooftop systems. A 3000-cfm prototype system was constructed and tested in the SEMCO engineering test laboratory in Columbia, MO, and was found to operate in an energy-efficient fashion relative to more conventional systems. Most important, the system offered the capability to independently control the supply air temperature and humidity content to provide individual sensible and latent loads required by an occupied space without over-cooling and reheating air. The product was developed using a housing construction similar to that of a conventional packaged rooftop unit. The resulting integrated active desiccant rooftop (IADR) is similar in size to a currently available conventional rooftop unit sized to provide an equivalent total cooling capacity. Unlike a conventional rooftop unit, the IADR can be operated as a dedicated outdoor air system processing 100% outdoor air, as well as a total conditioning system capable of handling any ratio of return air to outdoor air. As part of this R&amp;D program, a detailed investigation compared the first cost and operating cost of the IADR with costs for a conventional packaged approach for an office building located in Jefferson City, MO. The results of this comparison suggest that the IADR approach, once commercialized, could be cost-competitive with existing technology--exhibiting a one-year to two-year payback period--while simultaneously offering improved humidity control, indoor air quality, and energy efficiency.",885952,10.2172/885952,ORNL/SUB-01-4000010402,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885952
Technology Development Program for an Advanced Potassium Rankine Power Conversion System Compatible with Several Space Reactor Designs,"Yoder, G.L.",2005-10-03,21 SPECIFIC NUCLEAR REACTORS AND ASSOCIATED PLANTS; DESIGN; NASA; NUCLEAR REACTION ANALYSIS; OPTIMIZATION; POTASSIUM; PROPULSION; RANKINE CYCLE NESDPS Office of Nuclear Energy Space and Defense Power Systems,"This report documents the work performed during the first phase of the National Aeronautics and Space Administration (NASA), National Research Announcement (NRA) Technology Development Program for an Advanced Potassium Rankine Power Conversion System Compatible with Several Space Reactor Designs. The document includes an optimization of both 100-kW{sub e} and 250-kW{sub e} (at the propulsion unit) Rankine cycle power conversion systems. In order to perform the mass optimization of these systems, several parametric evaluations of different design options were investigated. These options included feed and reheat, vapor superheat levels entering the turbine, three different material types, and multiple heat rejection system designs. The overall masses of these Nb-1%Zr systems are approximately 3100 kg and 6300 kg for the 100- kW{sub e} and 250-kW{sub e} systems, respectively, each with two totally redundant power conversion units, including the mass of the single reactor and shield. Initial conceptual designs for each of the components were developed in order to estimate component masses. In addition, an overall system concept was presented that was designed to fit within the launch envelope of a heavy lift vehicle. A technology development plan is presented in the report that describes the major efforts that are required to reach a technology readiness level of 6. A 10-year development plan was proposed.",885992,10.2172/885992,ORNL/TM-2004/214,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885992
Issues in the use of Weapons-Grade MOX Fuel in VVER-1000 Nuclear Reactors: Comparison of UO2 and MOX Fuels,"Carbajo, J.J.",2005-05-27,11 NUCLEAR FUEL CYCLE AND FUEL MATERIALS; 21 SPECIFIC NUCLEAR REACTORS AND ASSOCIATED PLANTS; MODIFICATIONS; NUCLEAR POWER PLANTS; OXIDES; REACTORS; URANIUM,"The purpose of this report is to quantify the differences between mixed oxide (MOX) and low-enriched uranium (LEU) fuels and to assess in reasonable detail the potential impacts of MOX fuel use in VVER-1000 nuclear power plants in Russia. This report is a generic tool to assist in the identification of plant modifications that may be required to accommodate receiving, storing, handling, irradiating, and disposing of MOX fuel in VVER-1000 reactors. The report is based on information from work performed by Russian and U.S. institutions. The report quantifies each issue, and the differences between LEU and MOX fuels are described as accurately as possible, given the current sources of data.",885998,10.2172/885998,ORNL/TM-2004/223,DE-AC05-00OR22725,http://www.osti.gov/scitech/biblio/885998
